epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
20,0.9999192357063293,1.0,0.00020106132433284074,0.9996771812438965,1.0,0.9710917472839355,0.9676535129547119,0.34170836210250854,0.971743643283844,0.9108527302742004
21,1.0,1.0,5.226021312410012e-05,1.0,1.0,0.9694767594337463,0.9630245566368103,0.4094620645046234,0.971547544002533,0.9043927788734436
22,0.9999596476554871,1.0000001192092896,0.0001053121013683267,0.9999192357063293,0.9999192357063293,0.975452184677124,0.9737430214881897,0.34741833806037903,0.9672021269798279,0.9334625601768494
23,0.9997981786727905,0.999986469745636,0.0005676603759638965,0.9994350075721741,0.9997577667236328,0.9727067351341248,0.9705929756164551,0.37423524260520935,0.9700068235397339,0.9192506670951843
24,0.9999797940254211,1.0,0.00010259319969918579,1.0,0.9999192357063293,0.9718992114067078,0.9646177291870117,0.42465710639953613,0.9692623019218445,0.9166666865348816
25,0.9999596476554871,1.0000001192092896,9.115139255300164e-05,0.9998385310173035,1.0,0.9718992114067078,0.9628720879554749,0.47420772910118103,0.9711934328079224,0.9147287011146545
26,0.9999797940254211,1.0000001192092896,5.24739152751863e-05,0.9999192953109741,1.0,0.9704457521438599,0.9586098194122314,0.529244065284729,0.9723183512687683,0.907622754573822
27,0.9998990893363953,0.9999999403953552,0.00028735806699842215,0.9996771216392517,0.9999192357063293,0.9696382284164429,0.9611531496047974,0.499011367559433,0.9702627658843994,0.9063307642936707
28,0.9999394416809082,0.999986469745636,0.00024340230447705835,0.9998385310173035,0.9999192357063293,0.9704457521438599,0.961237907409668,0.4704348146915436,0.9710144996643066,0.9089147448539734
29,1.0,1.0,7.322266355913598e-06,1.0,1.0,0.9696382284164429,0.96059250831604,0.4817892909049988,0.9702627658843994,0.9063307642936707
30,1.0,1.0,3.7788209738209844e-05,1.0,1.0,0.9709302186965942,0.9629933834075928,0.46220308542251587,0.9710744023323059,0.9108527302742004
31,1.0,1.0000001192092896,1.189120848721359e-05,1.0,1.0,0.9715762138366699,0.9630749225616455,0.48721691966056824,0.9711538553237915,0.9134367108345032
32,0.9999596476554871,0.9999865889549255,0.00014735014701727778,0.9998385310173035,1.0,0.9733527302742004,0.9697632789611816,0.43232104182243347,0.9700883626937866,0.9218346476554871
33,0.9999797940254211,1.0000001192092896,7.295809336937964e-05,0.9999192953109741,1.0,0.969315230846405,0.9599733352661133,0.5197257399559021,0.9715277552604675,0.9037467837333679
34,1.0,1.0,3.055014758501784e-06,1.0,1.0,0.9694767594337463,0.9599773287773132,0.5182386040687561,0.971547544002533,0.9043927788734436
35,0.9999797940254211,1.0,4.1484792745905e-05,1.0,0.9999192357063293,0.9718992114067078,0.9621289968490601,0.4903544783592224,0.9711934328079224,0.9147287011146545
36,1.0,1.0,9.649234925745986e-06,1.0,1.0,0.9685077667236328,0.960174024105072,0.5701272487640381,0.9714285731315613,0.9005168080329895
37,1.0,1.0,3.303943231003359e-06,1.0,1.0,0.9714147448539734,0.9631096720695496,0.5128790140151978,0.9704872965812683,0.9134367108345032
38,0.9999797940254211,1.0,1.983815491257701e-05,0.9999192953109741,1.0,0.9714147448539734,0.9624707698822021,0.5257712602615356,0.9704872965812683,0.9134367108345032
39,1.0,1.0,9.689426406112034e-06,1.0,1.0,0.9702842235565186,0.9599799513816833,0.5676866769790649,0.9722991585731506,0.9069767594337463
40,1.0,1.0,1.3314559055288555e-06,1.0,1.0,0.9709302186965942,0.9602147340774536,0.5637598037719727,0.9723756909370422,0.9095607399940491
41,0.9999797940254211,1.0,5.611410233541392e-05,1.0,0.9999192357063293,0.9694767594337463,0.9591589570045471,0.5885161757469177,0.9722028970718384,0.9037467837333679
42,0.9999596476554871,1.0,8.638190047349781e-05,0.9999192357063293,0.9999192357063293,0.9678617715835571,0.9563595056533813,0.5959914922714233,0.9720084071159363,0.8972868323326111
43,1.0,1.0,1.3236985978437588e-06,1.0,1.0,0.9680232405662537,0.9560273885726929,0.6008518934249878,0.9720279574394226,0.8979328274726868
44,1.0,1.0,1.0370611107646255e-06,1.0,1.0,0.9704457521438599,0.9596858620643616,0.5835679173469543,0.9723183512687683,0.907622754573822
45,0.9999797940254211,0.9999595880508423,0.00028615398332476616,1.0,0.9999192357063293,0.9707687497138977,0.9590383172035217,0.5831149220466614,0.9723566174507141,0.9089147448539734
46,1.0,1.0,2.6387640446046134e-06,1.0,1.0,0.970122754573822,0.959046483039856,0.5735371708869934,0.972279965877533,0.9063307642936707
47,1.0,1.0,5.931013333793089e-07,1.0,1.0,0.9704457521438599,0.9584123492240906,0.5786982774734497,0.9716655015945435,0.9082687497138977
48,0.9999797940254211,0.9999866485595703,0.00014063350681681186,0.9999192953109741,1.0,0.969315230846405,0.9571232795715332,0.5957242846488953,0.9721835851669312,0.9031007885932922
49,1.0,1.0,9.698357644083444e-06,1.0,1.0,0.970122754573822,0.9580879211425781,0.587992250919342,0.9716262817382812,0.9069767594337463
