split,label,location,source_wav_relpath,clip_wav_relpath
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_53652957_10714.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_53952957_10774.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_54837957_10951.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_61972957_12378.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_64487957_12881.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_65677957_13119.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_71642957_14312.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_72262957_14436.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_8440000_1689.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_85527957_17089.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_85557957_17095.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_9320000_1865.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180126_000000.wav,neg/nn01a_20180126_000000_neg_985000_198.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_11040000_19459.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_12415000_19734.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_13505000_19952.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_15330000_20317.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_20195000_21290.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_22750000_21801.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_24820000_22215.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_25440000_22339.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_25745000_22400.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_27395000_22730.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_28085000_22868.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_29715000_23194.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_3490000_17949.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_35180000_24287.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_36145000_24480.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_36580000_24567.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_37420000_24735.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_37830000_24817.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_40410000_25333.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_41900000_25631.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_42900000_25831.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_43080000_25867.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_44415000_26134.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_45290000_26309.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_50548065_27355.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_51883065_27622.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_52263065_27698.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_52348065_27715.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_52473065_27740.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_53593065_27964.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_54543065_28154.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_54583065_28162.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_56108065_28467.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_60148065_29275.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_60328065_29311.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_65013065_30248.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_66933065_30632.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_67148065_30675.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_67703065_30786.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_68363065_30918.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_71288065_31503.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_72373065_31720.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_73713065_31988.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_74968065_32239.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_75738065_32393.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_76018065_32449.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_77038065_32653.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_79778065_33201.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_81188065_33483.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_82123065_33670.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_825000_17416.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180203_000000.wav,neg/nn01a_20180203_000000_neg_84883065_34222.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_10765000_88319.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_12525000_88671.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_15000000_89166.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_1590000_86484.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_19985000_90163.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_23120000_90790.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_2560000_86678.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_25630000_91292.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_26580000_91482.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_27285000_91623.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_27615000_91689.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_29740000_92114.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_31425000_92451.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_33215000_92809.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_33535000_92873.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_3400000_86846.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_34010000_92968.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_35640000_93294.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_43570000_94880.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_45210000_95208.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_46970000_95560.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_47410000_95648.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_47515000_95669.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_48560000_95878.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_49320000_96030.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_49550000_96076.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_53885000_96943.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_54705000_97107.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_55780000_97322.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_55830000_97332.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_57635000_97693.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_58760000_97918.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_60640000_98294.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_61465000_98459.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_62315000_98629.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_63655000_98897.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_65020270_99167.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_65160270_99195.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_65870270_99337.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_72210270_100605.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_74320270_101027.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_74760270_101115.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_77130270_101589.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_780000_86322.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_7820000_87730.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_78665270_101896.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_79545270_102072.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_81600270_102483.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_82185270_102600.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_8260000_87818.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_8315000_87829.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180330_000000.wav,neg/nn01a_20180330_000000_neg_84785270_103120.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_12085000_105847.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_12910000_106012.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_13150000_106060.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_14120000_106254.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_17705000_106971.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_17895000_107009.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_20915000_107613.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_22655000_107961.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_24670000_108364.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_25285000_108487.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_26150000_108660.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_27345000_108899.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_28325000_109095.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_30040000_109438.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_31500000_109730.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_33060000_110042.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_33795000_110189.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_35870000_110604.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_37920000_111014.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_38245000_111079.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_49843248_113392.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_50453248_113514.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_52746539_113969.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_53113732_114039.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_5415000_104513.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_54233732_114263.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_55674626_114544.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_55804626_114570.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_5955000_104621.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_61384626_115686.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_64554279_116310.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_64649279_116329.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_66594279_116718.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_66914279_116782.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_67669279_116933.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_6910000_104812.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_70544279_117508.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_70599279_117519.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_70704279_117540.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_75014279_118402.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_75054279_118410.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01a_20180619_000000.wav,neg/nn01a_20180619_000000_neg_8130000_105056.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_15385000_192746.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_15625000_192794.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_15655000_192800.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_16240000_192917.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_19215000_193512.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_19280000_193525.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_20135000_193696.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_23205000_194310.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_24070000_194483.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_25310000_194731.wav
test,neg,pnnn1,Rumble/Training/Sounds/nn01b_20180311_000000.wav,neg/nn01b_20180311_000000_neg_26600000_194989.wav
